"e3.genes"	"sub.genes"	"RCT"	"RCN"	"RCF"	"PCT"	"CNR.CXNR"	"CNR.CXNP"	"CCR.PPI"	"CCP.PPI"	"CNR.PPI"	"WCR"	"WCP"	"WCRP"	"WCPP"	"WCRS"	"WCRPS"	"WCPS"	"WCPPS"	"WCR.paths"	"WCRS.Paths"	"WCP.paths"	"WCPPS.Paths"
"847"	"NEDD4L"	"SMAD2"	0.265263345686255	0.0251243158034599	0.0682110682110682	0.0422291450328833	0.0484237454391203	0.125099445606127	0.0944496796706159	0.0719840428111247	0.0218706620725523	0.16524586393077	0.174379093348866	0.99	0.95	0.1695089990105	0.98	0.268522802232804	0.45	"Inflammatory bowel disease (IBD)"	"Ubiquitin mediated proteolysis"	"Inflammatory bowel disease (IBD)"	"Ubiquitin mediated proteolysis"
"848"	"NEDD4"	"AR"	0.463003030953859	0.606224711450558	0.305662805662806	0.122533748701973	0.55614459965258	0.0857648388573072	0.0813601911870279	0.0989708204886438	0.0485993551992789	0.166997873129821	0.139689440312039	0.95	0.31	0.173937215060394	0.98	0.177972795678892	0.83	"Prostate cancer"	"Ubiquitin mediated proteolysis"	"Prostate cancer"	"Ubiquitin mediated proteolysis"
"850"	"PAXIP1"	"PCNA"	0.0712769932491188	0.297769416790368	0.163770913770914	0.23883696780893	0.0140056571871284	0.456141164046462	0.166262997255626	0.114552021423577	0.0571554041960776	0.112168183278693	0.281760942315164	0.91	1	NA	NA	NA	NA	"Mismatch repair"	NA	"DNA replication"	NA
"851"	"PELI1"	"IRAK1"	0.170655559713495	-0.257863280980014	0.0994208494208494	0.142857142857143	0.223023404663173	0.488191708769127	0.0837378253023121	0.0619912947087811	0.0834057656228299	0.155970355152546	0.26716963310586	0.98	0.87	NA	NA	NA	NA	"NF-kappa B signaling pathway"	NA	"Chagas disease (American trypanosomiasis)"	NA
"854"	"AMFR"	"HMGCR"	0.190265948120553	0.140271839411076	0.0341055341055341	0.108156028368794	0.0447342089363897	0.210909711472435	0.0793641073434581	0.0731440513411991	0.137281294596729	0.0945679810060267	0.178755284048791	0.57	0.76	0.160213463412133	0.99	0.171231875764144	0.46	"Terpenoid backbone biosynthesis"	"Protein processing in endoplasmic reticulum"	"Bile secretion"	"Protein processing in endoplasmic reticulum"
"855"	"CDC20"	"CDKN1B"	-0.132404144541972	-0.189630527071343	-0.0997425997425997	-0.0516483516483516	0.0152109948300727	0.350403181130765	0.17360056107792	0.0984066743133806	0.0720196625822041	0.310129142493098	0.222671098947429	0.97	0.98	0.0758762293790478	0.96	0.274558552097913	0.9	"Cell cycle"	"Ubiquitin mediated proteolysis"	"Cell cycle"	"Ubiquitin mediated proteolysis"
"865"	"BRAP"	"CDC14A"	0.118539746947685	0.125886591011041	0.186615186615187	-0.140151515151515	0	0.187463758266882	0.0601756870138713	0.0254603255344087	0	0.121101565108779	0.194524431727238	0.97	0.87	0.0490301946037749	0.01	0.158156113812035	0.0600000000000001	"Cell cycle"	"Ras signaling pathway"	"Cell cycle"	"Ras signaling pathway"
"866"	"BARD1"	"BRCA1"	0.21880189787935	0.618729175194246	0.351351351351351	0.227854582693292	0.346383794200824	0.244268693062126	0.320528701294407	0.236552932735691	0.232548728364839	0.263506362627568	0.16327658005025	0.99	0.95	0.199416270223524	1	0.118236077498558	0.36	"Fanconi anemia pathway"	"Homologous recombination"	"Fanconi anemia pathway"	"Homologous recombination"
"868"	"CBLB"	"PLCG1"	0.200387554681572	0.206076399914829	0.142213642213642	0.153686396677051	0.00998437005413041	0.214400228546788	0.147691008560326	0.133493965971909	0.142080447353557	0.169236752779896	0.400333788994596	0.98	0.83	0.0996550407830594	0.99	0.150376439308708	0.95	"T cell receptor signaling pathway"	"T cell receptor signaling pathway"	"Vibrio cholerae infection"	"Ubiquitin mediated proteolysis"
"870"	"CBL"	"FGFR1"	0.0478388100484162	0.322063161929586	0.116151866151866	0.0505365178262374	0	0.0899459999640146	0.17080336405876	0.119476199654701	0.0822646572284222	0.194078451663664	0.355635321652823	0.98	0.31	0.0598410164418287	0.98	0.139230876105026	0.99	"Prostate cancer"	"Chronic myeloid leukemia"	"Regulation of actin cytoskeleton"	"Bacterial invasion of epithelial cells"
"871"	"CBL"	"ITGA5"	0.125484586822662	0.0590810489110223	0.00997425997425997	0.213568708895812	0.0532323239638882	0.436102933959967	0.131569647060229	0.0805674632118881	0.0141167483048424	0.208671311101856	0.395350561495622	0.99	0.88	0.152946719335758	1	0.194931084725002	0.87	"Shigellosis"	"Bacterial invasion of epithelial cells"	"Pertussis"	"Bacterial invasion of epithelial cells"
"873"	"CBL"	"VAV1"	0.120644408914751	0.140115700712884	0.0588803088803089	0.349948078920041	0.080527476202882	0.443159315280012	0.152967241349081	0.203753580216383	0.181376520596981	0.217083498062481	0.381888216375808	0.99	0.69	0.278096192065981	0.99	0.282370568384917	1	"B cell receptor signaling pathway"	"T cell receptor signaling pathway"	"Leukocyte transendothelial migration"	"Bacterial invasion of epithelial cells"
"874"	"CBL"	"HGS"	-0.39488972721344	-0.499299914593949	-0.212355212355212	-0.507442021460713	0.508503995983118	0.896130924564401	0.239759374708366	0.157610767850328	0.0562705856913468	0.174971228974949	0.372569155393563	0.95	0.73	0.199813056979304	1	0.42666578091236	0.98	"Endocytosis"	"Ubiquitin mediated proteolysis"	"Phagosome"	"Ubiquitin mediated proteolysis"
"875"	"CBL"	"KIT"	0.346827062493438	0.0360690376239525	0.154761904761905	0.000366300366300366	0.040934894791827	0.128393002022809	0.1222631654054	0.138105539261752	0.102431577061347	0.211468127166359	0.365983454302417	0.98	0.59	0.101014773290495	0.96	0.143137274364922	0.96	"Acute myeloid leukemia"	"ErbB signaling pathway"	"Endocytosis"	"Proteoglycans in cancer"
"876"	"CBL"	"LYN"	0.364829591344524	0.199885359696414	0.128378378378378	0.373139494634822	0.199008312811059	0.42844861258013	0.148060164133173	0.189529212156252	0.0856055734252822	0.217083498062481	0.370879384950359	0.99	0.68	0.237446998060874	0.98	0.225684103665029	0.97	"B cell receptor signaling pathway"	"T cell receptor signaling pathway"	"Platelet activation"	"Bacterial invasion of epithelial cells"
"877"	"CBL"	"SH3KBP1"	0.277316323994358	0.358920515619525	0.183397683397683	0.215299411561094	0.116194172479179	0.237607749097176	0.185001742658551	0.210667139023957	0.122772186962939	0.174971228974949	0.365983454302417	0.95	0.59	0.234394545690263	0.99	0.259440736367439	1	"Endocytosis"	"T cell receptor signaling pathway"	"Endocytosis"	"Bacterial invasion of epithelial cells"
"881"	"DET1"	"ACACA"	0.062973347052298	0.0145481882208554	-0.0405405405405405	-0.0927318295739348	0	0.16462551111191	0.0760557345333641	0.0673377840195218	0.0298807152333598	0.0756628229228567	0.170762511234691	0.8	0.71	0.10919214918533	0.98	0.246670685297427	0.73	"Metabolic pathways"	"Ubiquitin mediated proteolysis"	"Fatty acid biosynthesis"	"Ubiquitin mediated proteolysis"
"882"	"RFWD2"	"ACACB"	-0.28479851518706	-0.0370993364602617	-0.0897683397683398	-0.137763932156455	0.0255506786030969	0.364423571951588	0.0252901297342725	0.0227228717707569	0.038069349381344	0.137575123894596	0.172223284868737	1	0.84	0.111203840316622	0.97	0.25632299139976	0.7	"Pyruvate metabolism"	"p53 signaling pathway"	"Glucagon signaling pathway"	"Ubiquitin mediated proteolysis"
"883"	"DET1"	"TP53"	0.0582783374310219	-0.0562398656004878	0.0785070785070785	0.0412299091544375	0	0.140545171311143	0.126032953460552	0.224770006250083	0.0572005394153037	0.0969593291591913	0.223140362910391	0.97	0.94	0.0461711363364096	0.51	0.0906158349036011	0.43	"Cell cycle"	"Ubiquitin mediated proteolysis"	"Basal cell carcinoma"	"Ubiquitin mediated proteolysis"
"884"	"PDLIM2"	"STAT1"	-0.119172976661608	-0.0168478291739969	0.107464607464607	-0.0470751124956732	0.0269981101984269	0.235768089822968	0.104854877046771	0.0626370575064217	0	0.171274976498087	0.196655208248719	0.98	0.77	NA	NA	NA	NA	"Herpes simplex infection"	NA	"AGE-RAGE signaling pathway in diabetic complications"	NA
"885"	"PDLIM2"	"RELA"	0.223050722531728	0.111748992957426	0.215894465894466	0.105919003115265	0.128379807020075	0.0622019573980305	0.146887012689697	0.0770277272774857	0	0.203577507746268	0.236881586995267	0.99	1	NA	NA	NA	NA	"Shigellosis"	NA	"Amoebiasis"	NA
"893"	"RLIM"	"LIMK1"	-0.209063818699808	-0.136347668779332	-0.0704633204633205	-0.0522088353413655	0.157732146564417	0.167649224548377	0.102081367777553	0.034622186801948	0	0.163015242598358	0.178014397847342	0.96	0.92	NA	NA	NA	NA	"Regulation of actin cytoskeleton"	NA	"Axon guidance"	NA
"894"	"RLIM"	"HDAC2"	0.207380013785327	0.400540845822224	0.192728442728443	-0.0550774526678141	0.111779602700625	0.167523027801404	0.189667305794976	0.0526059487637461	0.0556483802745148	0.207392944978471	0.194295932944603	0.95	0.95	NA	NA	NA	NA	"Huntington's disease"	NA	"Notch signaling pathway"	NA
"895"	"TRIM21"	"CDKN1B"	-0.0015805987784904	0.0460631198273592	-0.0315315315315315	0.0179993077189339	0	0.102973427602007	0.124822043647038	0.0959539531510802	0.122169444356305	0.175229191191105	0.201188637492396	0.99	1	0.070335064141196	0.63	0.21755051789144	0.04	"Measles"	"Systemic lupus erythematosus"	"Measles"	"Systemic lupus erythematosus"
"899"	"CDCA3"	"WEE1"	-0.0537478075553053	0.386382431404026	0.156048906048906	0.196803196803197	0.0235666702944471	0.283490940995446	0.160926681471579	0.101649395756286	0	0.303252417320298	0.164167839580251	0.99	1	NA	NA	NA	NA	"Cell cycle"	NA	"Cell cycle"	NA
"900"	"FBXO11"	"TP53"	-0.0241386562075502	-0.362982087737883	-0.0682110682110682	0.155677655677656	0	0.09604913516461	0.178261460202522	0.0713011093226768	0.0370624658330551	0.196518296351014	0.276439589542574	1	1	NA	NA	NA	NA	"Huntington's disease"	NA	"Huntington's disease"	NA
"903"	"CDC20"	"RUNX1"	-0.365289958980093	0.502604004820115	-0.00611325611325611	-0.0758241758241758	0.235534597017884	0.44463120046264	0.0724360049049228	0.0644022563380353	0.0603938441678774	0.168333854998567	0.192591172184297	0.91	0.42	0.170069521278961	0.98	0.334501713411761	0.95	"Pathways in cancer"	"Cell cycle"	"Transcriptional misregulation in cancer"	"Ubiquitin mediated proteolysis"
"909"	"SPOP"	"JUN"	-0.0788354349333991	-0.1697268000308	-0.0176962676962677	0.129072681704261	0	0.120610502052114	0.10689197109599	0.0782220754352554	0.0355884155626923	0.0957305126646889	0.341509808063962	0.96	1	0.111426107949284	0.96	0.101442632204694	0.35	"TNF signaling pathway"	"Hedgehog signaling pathway"	"Non-alcoholic fatty liver disease (NAFLD)"	"Hedgehog signaling pathway"
"910"	"RNF20"	"HIST1H2BA"	0.0645601399203659	NA	-0.0325047456379976	0.213222568362755	0	0.636779599706813	0.0819088657948952	0.106770355439746	0.0263523138347365	0.142230806584365	0.226132501618596	0.94	0.6	NA	NA	NA	NA	"Viral carcinogenesis"	NA	"Systemic lupus erythematosus"	NA
"911"	"RNF40"	"HIST1H2BA"	0.0281086095083515	NA	-0.0830676832971049	0.42748355832468	0	0.863198970465028	0.102145345751732	0.170530812178154	0	0.108116433269344	0.369345173825475	0.98	0.77	NA	NA	NA	NA	"Viral carcinogenesis"	NA	"Alcoholism"	NA
"912"	"CBL"	"ERBB2"	-0.190782800422288	-0.312786452491802	-0.223294723294723	-0.0380754586362063	0	0.0946163550445155	0.166201934800885	0.178580198705647	0.157382867125533	0.219724231317812	0.362488642137997	1	0.48	0.0644831791180105	0.97	0.115892371303765	0.98	"Non-small cell lung cancer"	"ErbB signaling pathway"	"HIF-1 signaling pathway"	"ErbB signaling pathway"
"913"	"CBL"	"FRS2"	0.203673782920276	0.449760238193862	0.103281853281853	-0.224122807017544	0.0125618575185138	0.192583202426793	0.171707510792262	0.102508565982973	0.132109646967681	0.1841805212811	0.347881873363881	0.97	0.2	0.0994280880768268	0.95	0.150333844983127	1	"Neurotrophin signaling pathway"	"Ubiquitin mediated proteolysis"	"Proteoglycans in cancer"	"Endocytosis"
"914"	"CBL"	"IL6ST"	0.436628854975163	0.697362833446217	0.175032175032175	-0.0384215991692627	0.213474111404663	0.209012604550912	0.189520712264548	0.0723935357913436	0.0969700240743946	0.172366393228575	0.344060649201339	0.95	0.11	0.152187860521668	0.99	0.159751503481715	0.57	"Viral carcinogenesis"	"Ubiquitin mediated proteolysis"	"Viral carcinogenesis"	"Insulin signaling pathway"
"915"	"CBL"	"IRF8"	0.251761677220315	0.224264511293099	0.118082368082368	0.0659340659340659	0.0956271079576049	0.15270512830322	0.126467642907393	0.107049025555369	0.0160955694994913	0.145042264438889	0.395350561495622	0.47	0.88	0.295451928784603	0.99	0.162971801043853	1	"Pertussis"	"T cell receptor signaling pathway"	"Pertussis"	"T cell receptor signaling pathway"
"916"	"CBL"	"PDGFRA"	0.360245560417392	0.543846457626036	0.134491634491634	0.0494505494505494	0.115947208256859	0.160204891258494	0.0795804662455541	0.142902560817056	0.0839967346904071	0.198702551613513	0.380220303756063	1	0.74	0.109863288800523	0.99	0.169198484019926	1	"EGFR tyrosine kinase inhibitor resistance"	"Bacterial invasion of epithelial cells"	"Gap junction"	"Endocytosis"
"918"	"STUB1"	"RUNX2"	-0.202926481425686	-0.554571232505494	-0.100707850707851	0.0411907234337141	0.0530611455627029	0.424512915481057	0.0506031901045741	0.0854283866245064	0.0694582165681937	0.144030566206489	0.219873697358469	0.07	0	0.0822075030409164	0.32	0.200813519304634	0.82	"Transcriptional misregulation in cancer"	"Ubiquitin mediated proteolysis"	"Transcriptional misregulation in cancer"	"Protein processing in endoplasmic reticulum"
"919"	"STUB1"	"SMAD3"	-0.112864102231099	-0.133808101297224	-0.0653153153153153	0.172031844929041	0.0498127241136577	0.655292222692307	0.131721740844994	0.148752470317552	0.0761495994676744	0.22720798887062	0.276805246312262	1	0.85	0.107263309624625	0.98	0.260664002597976	0.87	"Chronic myeloid leukemia"	"Protein processing in endoplasmic reticulum"	"TGF-beta signaling pathway"	"Protein processing in endoplasmic reticulum"
"923"	"RFWD2"	"JUN"	-0.0677140079885203	-0.126917618271861	0.0466537966537967	0.114918656974732	0.00376661861119744	0.158726459376526	0.11777614050378	0.127865947278731	0.0832726358242829	0.112331804977687	0.171040847456435	0.92	0.77	0.117585354551647	0.97	0.133747956975653	0.91	"Colorectal cancer"	"p53 signaling pathway"	"Amphetamine addiction"	"p53 signaling pathway"
"926"	"E4F1"	"TP53"	0.00557944347396185	0.356850343265171	0.203667953667954	0.161790017211704	0	0.123461238378017	0.154280008477908	0.131287221841904	0.0675159578055778	0.216966638202514	0.249299244987654	0.97	0.91	NA	NA	NA	NA	"Huntington's disease"	NA	"Basal cell carcinoma"	NA
"927"	"UBE3A"	"TSC2"	-0.0483931673244068	-0.187919992227848	-0.0244530244530245	0.0467289719626168	0.0771454276289177	0.146182771563786	0.107111371973255	0.0844954761215829	0.0568402057928386	0.162438579711094	0.14051155385733	0.95	0.52	0.122351766641314	0.99	0.162634035069447	0.21	"mTOR signaling pathway"	"Ubiquitin mediated proteolysis"	"Insulin signaling pathway"	"Ubiquitin mediated proteolysis"
"934"	"HACE1"	"CCND1"	-0.1168894086139	0.00723028812288114	-0.0337837837837838	0.176858862356824	0	0.300312074442441	0.100621776355956	0.0749762076154044	0	0.14668510232787	0.196388423752363	0.99	0.37	NA	NA	NA	NA	"Cell cycle"	NA	"Measles"	NA
"935"	"ITCH"	"BCL10"	0.207612926710878	0.114954851132248	0.00900900900900901	-0.0560747663551402	0.0639037257428539	0.134232530462386	0.102406161666261	0.0903696114115064	0.0564692439315782	0.178780394480682	0.140487205212617	0.91	0.75	0.109031963622517	0.98	0.153655511762219	0.91	"B cell receptor signaling pathway"	"Non-alcoholic fatty liver disease (NAFLD)"	"NF-kappa B signaling pathway"	"TNF signaling pathway"
"936"	"ITCH"	"BID"	-0.276751835724053	-0.563061061283135	-0.0727155727155727	-0.0432675666320526	0.363725439010285	0.115438717424029	0.111092345726215	0.0782780363856437	0.0358568582800318	0.24291929615385	0.152287975075288	1	0.91	0.193411174488186	0.96	0.246356660416594	0.99	"Apoptosis - multiple species"	"Non-alcoholic fatty liver disease (NAFLD)"	"p53 signaling pathway"	"Non-alcoholic fatty liver disease (NAFLD)"
"937"	"ITCH"	"ERBB4"	0.0928986574404546	0.119544467484978	0.106177606177606	0.0411907234337141	0.180421650110034	0.0930261664484824	0.120377675532312	0.0769539863197397	0.0755928946018454	0.196535549623251	0.135511867511466	0.94	0.7	0.140197498589796	0.99	0.135653539693055	0.96	"Endocytosis"	"Ubiquitin mediated proteolysis"	"Endocytosis"	"TNF signaling pathway"
"938"	"SH3RF1"	"HGS"	-0.365909348185497	-0.13770453892219	-0.208815958815959	-0.050190377293181	0.390629111565451	0.174300993066003	0.0412115712235948	0.0583863841312585	0.0183493960854393	0.141064769439976	0.149900215482528	0.98	1	NA	NA	NA	NA	"Phagosome"	NA	"Phagosome"	NA
"939"	"SIAH1"	"EGLN1"	0.0864026564587547	0.423867755721516	0.0585585585585586	0.389244806833624	0	0.871176592758035	0.144811048029905	0.158712017103866	0	0.0605030371277038	0.344332080166916	0.97	0.39	0.119754727499403	1	0.347016375943204	0.91	"Renal cell carcinoma"	"p53 signaling pathway"	"Renal cell carcinoma"	"Ubiquitin mediated proteolysis"
"940"	"SIAH1"	"PML"	-0.042097762990337	-0.202975219590905	0.0878378378378378	0.0770724131236653	0	0.206291753394153	0.125745734988179	0.0856092316565673	0.0591726335413939	0.0663261942347892	0.381753369135895	0.98	0.93	0.149291157579646	0.92	0.156016148541135	0.74	"Ubiquitin mediated proteolysis"	"p53 signaling pathway"	"Ubiquitin mediated proteolysis"	"Wnt signaling pathway"
"941"	"SIAH1"	"AFF1"	0.00442267173760461	0.298025863935848	-0.0604890604890605	0.0916867147821438	0	0.241266598323082	0.108991870569276	0.070842940271285	0.0616041103633697	0.0439842039665319	0.295175513392611	0.13	0	0.222511858147596	0.95	0.163374584199632	0.8	"Transcriptional misregulation in cancer"	"Ubiquitin mediated proteolysis"	"Transcriptional misregulation in cancer"	"p53 signaling pathway"
"942"	"SIAH1"	"HIF1A"	0.110520738247893	0.0990709469029925	-0.0620978120978121	-0.2	0	0.22643711734184	0.137279285288561	0.0735075679520122	0.0503714454690478	0.0605030371277038	0.354100924729558	0.97	0.47	0.130935734535704	0.96	0.174560391326794	0.64	"Renal cell carcinoma"	"Ubiquitin mediated proteolysis"	"Proteoglycans in cancer"	"Wnt signaling pathway"
"944"	"SIAH1"	"NUMB"	0.0343908497966789	0.286109149561685	-0.0974903474903475	0.255290234905843	0	0.811269429381607	0.0854885039823519	0.0638442398069062	0	0.0491877544418858	0.405876213783225	0.55	0.9	0.145254359450287	0.98	0.315859010996087	0.98	"Notch signaling pathway"	"Ubiquitin mediated proteolysis"	"Notch signaling pathway"	"Ubiquitin mediated proteolysis"
"950"	"SMURF1"	"FGR"	0.111610247363543	0.205747157680946	-0.0222007722007722	-0.160939623374102	0.0291640642950924	0.231065798346472	0.129090192475201	0.0577205985726373	0	0.102555196364185	0.303112160901574	0.75	0.62	0.129319285587689	0.97	0.194909442039989	0.97	"Epstein-Barr virus infection"	"Endocytosis"	"Epstein-Barr virus infection"	"Hedgehog signaling pathway"
"951"	"SMURF1"	"PRKCA"	0.392020292135777	0.0422248690434783	0.258365508365508	-0.0102564102564103	0.199862814761917	0.190167860479749	0.150315573939047	0.0666817889684755	0.0224354724994793	0.128073692325329	0.383442591713757	0.99	1	0.096431593213038	0.94	0.194814351924799	1	"Non-small cell lung cancer"	"Hedgehog signaling pathway"	"Pathogenic Escherichia coli infection"	"Endocytosis"
"952"	"SMURF1"	"CTTN"	-0.00800565754726086	0.00700131930001743	0.0196267696267696	0.307692307692308	0	0.786714864870974	0.148091600348678	0.082624993709593	0.0441880096322296	0.122426205014333	0.383442591713757	0.97	1	0.0655516014213094	0.99	0.326687877554685	1	"Shigellosis"	"Hedgehog signaling pathway"	"Pathogenic Escherichia coli infection"	"TGF-beta signaling pathway"
"955"	"SMURF2"	"SMAD4"	0.231462685342945	0.543320756517983	0.225225225225225	-0.120456905503634	0.174118399805347	0.243738015374264	0.180739355365255	0.113420992801334	0.0756300434789564	0.180999672575633	0.379459902026293	0.99	0.98	0.171411883907248	0.96	0.167169370684981	0.96	"Cell cycle"	"Ubiquitin mediated proteolysis"	"TGF-beta signaling pathway"	"TGF-beta signaling pathway"
"956"	"SYVN1"	"ERN1"	-0.00992655049009522	-0.19679450784309	-0.157335907335907	0.370621468926554	0.00861684827823226	0.544517146585712	0.108595960583031	0.0687663931781191	0.0728894296124794	0.089254835630263	0.323594286824059	0.98	1	0.142090052916267	1	0.241875474339309	0.9	"Protein processing in endoplasmic reticulum"	"Ubiquitin mediated proteolysis"	"Alzheimer's disease"	"Ubiquitin mediated proteolysis"
"962"	"WWP1"	"TGFBR1"	0.0139539232662164	0.303571825708749	-0.0508365508365508	-0.165457184325109	0.00529946841048827	0.233081458147121	0.106516403376196	0.111399173534871	0.137408583724303	0.13822212572465	0.200936593254593	0.95	0.96	0.104777495478891	0.96	0.258269416781104	0.62	"Endocytosis"	"Endocytosis"	"Chagas disease (American trypanosomiasis)"	"Endocytosis"
"963"	"WWP1"	"RUNX2"	0.00249653538922067	-0.0919418500646875	0.046010296010296	0.0211145725164417	0	0.208566176077041	0.0644306927901739	0.127934968704112	0.116225826633909	0.114309840818257	0.177843818471919	0.65	0.45	0.0961528770583926	0.94	0.198103944666011	0.58	"Transcriptional misregulation in cancer"	"Endocytosis"	"Transcriptional misregulation in cancer"	"Ubiquitin mediated proteolysis"
"964"	"WWP2"	"SLC11A2"	-0.0520291224851608	0.256088421419999	0.0199485199485199	0.413317802368472	0	0.87790462525757	0.1074307240379	0.0551953543274164	0.0824786098842323	0.0634950566323328	0.366313609644973	0.69	0.9	0.133644097916514	0.98	0.374654943863168	0.91	"Lysosome"	"Ubiquitin mediated proteolysis"	"Mineral absorption"	"Ubiquitin mediated proteolysis"
"965"	"AMFR"	"SERPINA1"	0.175363621511843	0.45754022164651	0.207528957528958	-0.138827838827839	0.0893633203101749	0.172618736890726	0.0526578414838918	0.0447833864307757	0.109544511501033	0.0834525660430136	0.093307356510627	0.18	0	0.0599001113686976	0.96	0.21899338198465	0.26	"Complement and coagulation cascades"	"Protein processing in endoplasmic reticulum"	"Complement and coagulation cascades"	"Protein processing in endoplasmic reticulum"
"966"	"AMFR"	"APOB"	0.0315462244112797	-0.376149306104446	-0.028957528957529	0.105128205128205	0	0.0934440834378786	0.115527672031544	0.0697518448882885	0.16583123951777	0.100835360246886	0.1836759412961	0.75	0.71	0.0414863571541578	0.12	0.132779949507633	0.01	"Vitamin digestion and absorption"	"Protein processing in endoplasmic reticulum"	"Fat digestion and absorption"	"Protein processing in endoplasmic reticulum"
"972"	"RAD18"	"RFC2"	0.134286956311963	0.171466451006659	0.202702702702703	-0.0794020578528441	0.145147710102783	0.565787586887313	0.182046437409664	0.0680559700638086	0.0827152778309109	0.229968998620209	0.259837098244661	1	0.24	NA	NA	NA	NA	"DNA replication"	NA	"Nucleotide excision repair"	NA
"975"	"RFWD3"	"TP53"	-0.00857275820084488	0.767523687009082	0.305019305019305	-0.0604838709677419	0	0.0872271586998421	0.211953097504348	0.0769201003850953	0.0747685755693224	0.273450116722303	0.381135343522063	0.98	0.9	NA	NA	NA	NA	"Cell cycle"	NA	"Basal cell carcinoma"	NA
"981"	"RNF41"	"ERBB3"	0.397169061477026	-0.643325636113446	-0.237773487773488	0.179120879120879	0.277374266000555	0.108011139498724	0.287981584719361	0.194259079486875	0.0113010583936802	0.13997447364471	0.101402840760619	0.95	0.61	0.152254344585453	0.95	0.205285022671019	0.65	"Endocytosis"	"Endocytosis"	"MicroRNAs in cancer"	"Endocytosis"
"983"	"RNF5"	"TMEM173"	-0.0509980018301017	-0.075979207161144	0.0286357786357786	-0.103070175438596	0.0182214610526236	0.282139433868204	0.0643817567747124	0.217300061644999	0	0.136935774019549	0.341629254278959	0.9	0.44	0.0842674930030901	0	0.156744967589664	0.43	"RIG-I-like receptor signaling pathway"	"Protein processing in endoplasmic reticulum"	"RIG-I-like receptor signaling pathway"	"Protein processing in endoplasmic reticulum"
"984"	"RNF6"	"LIMK1"	-0.192889029781975	-0.410293188683628	-0.149292149292149	-0.285714285714286	0.120525784041519	0.219227835979874	0.0830885798027117	0.0330082892159362	0	0.114781546217686	0.411651449074213	0.83	0.22	NA	NA	NA	NA	"Fc gamma R-mediated phagocytosis"	NA	"Fc gamma R-mediated phagocytosis"	NA
"991"	"FBXO6"	"CHEK1"	-0.0232966565881195	-0.14836210707341	-0.0485842985842986	0.0673486786018755	0.0154468941156187	0.102394781820693	0.0865900694557874	0.11224370870845	0.0366141350981009	0.141893232972289	0.131693570476169	0.96	0.52	0.149837102931046	0.96	0.173329032647398	0.02	"HTLV-I infection"	"Protein processing in endoplasmic reticulum"	"p53 signaling pathway"	"Protein processing in endoplasmic reticulum"
"992"	"LNX1"	"SRC"	-0.167928314904499	0.0745450651792807	-0.105534105534106	0.00166500166500167	0	0.16345677509122	0.0910435519956044	0.0496797695754297	0.0221241103866657	0.119348870925501	0.205948911608817	0.99	0.99	NA	NA	NA	NA	"Shigellosis"	NA	"Endocytosis"	NA
"993"	"MAP3K1"	"MAPK3"	-0.00462181470829533	-0.66852308752116	-0.145109395109395	-0.0396755422324105	0.0049727248151333	0.386658863332622	0.121389085873414	0.0988116468954882	0.0603361370838592	0.175772127094268	0.287859030105394	0.97	0.99	0.1249008317085	0.95	0.179728129112209	0.43	"Alzheimer's disease"	"Ubiquitin mediated proteolysis"	"TGF-beta signaling pathway"	"Ubiquitin mediated proteolysis"
"999"	"MDM2"	"CDH1"	0.259789330048983	0.231389126960034	0.300514800514801	-0.0492610837438424	0.0265279054538646	0.11849200814679	0.168632404508434	0.158211143433951	0.0580934067986119	0.0698298777292932	0.152978565272285	0.94	0.81	0.126601752500539	0.97	0.141734569713324	1	"Bladder cancer"	"Epstein-Barr virus infection"	"Melanoma"	"Endocytosis"
"1000"	"MDM2"	"CREBBP"	0.224767552280452	0.270518269185237	0.118082368082368	0.083743842364532	0.00905830917936838	0.152592270862086	0.271837710766042	0.151525090519493	0.119973310681785	0.0703838952816823	0.164814331485061	0.98	0.91	0.182397894157597	0.98	0.386388973582993	0.95	"Renal cell carcinoma"	"Ubiquitin mediated proteolysis"	"Melanogenesis"	"Ubiquitin mediated proteolysis"
"1013"	"NEDD4"	"SLC1A1"	0.303462107167204	-0.0136079638433139	0.101673101673102	0.165618448637317	0.0164293562424583	0.173221834669973	0.0554604278426869	0.0282063039559125	0	0.130398972199201	0.166111115458287	0.13	0.94	0.075774326657334	0.96	0.157491145889955	0.52	"Protein digestion and absorption"	"Epstein-Barr virus infection"	"Protein digestion and absorption"	"Epstein-Barr virus infection"
"1015"	"PRC1"	"HIST1H2AB"	0.242459289627304	0.00825049461261796	0.0315767810638808	-0.0456905503634476	0	0.102861685812735	0.106390416782865	0.15481195055369	0.0914991421995628	0.107638590495512	0.133871604396358	0.16	0.78	NA	NA	NA	NA	"Alcoholism"	NA	"Alcoholism"	NA
"1022"	"SPOP"	"DAXX"	-0.114466689395892	-0.101184963261677	0.125482625482625	0.0263157894736842	0	0.144753020027547	0.111371607486524	0.108160755862841	0.0561988461090383	0.0920163753855773	0.319340571134943	0.98	0.99	0.111182269995078	0.89	0.14383557885147	0.77	"Apoptosis"	"Hedgehog signaling pathway"	"Herpes simplex infection"	"Hedgehog signaling pathway"
